0 0
0.628319 1.38537
1.25664 1.23546
1.88496 0.774539
2.51327 0.33621
3.14159 0.0717012
3.76991 -0.0377882
4.39823 -0.0649554
5.02655 -0.0630224
5.65487 -0.0552363
6.28319 -0.0481433
6.9115 -0.0425828
7.53982 -0.0382179
8.16814 -0.03469
8.79646 -0.0317603
9.42478 -0.0292754
10.0531 -0.0271326
10.6814 -0.0252599
11.3097 -0.0236047
11.9381 -0.0221279
12.5664 -0.0207994
13.1947 -0.0195957
13.823 -0.0184979
14.4513 -0.0174912
15.0796 -0.0165631
15.708 -0.0157035
16.3363 -0.0149039
16.9646 -0.0141572
17.5929 -0.0134574
18.2212 -0.0127993
18.8496 -0.0121784
19.4779 -0.0115909
20.1062 -0.0110335
20.7345 -0.0105033
21.3628 -0.00999759
21.9911 -0.00951417
22.6195 -0.00905103
23.2478 -0.00860636
23.8761 -0.00817855
24.5044 -0.00776614
25.1327 -0.00736785
25.7611 -0.00698248
26.3894 -0.00660896
27.0177 -0.00624631
27.646 -0.00589364
28.2743 -0.00555013
28.9027 -0.00521502
29.531 -0.00488762
30.1593 -0.00456726
30.7876 -0.00425336
31.4159 -0.00394535
32.0442 -0.0036427
32.6726 -0.00334492
33.3009 -0.00305153
33.9292 -0.0027621
34.5575 -0.00247619
35.1858 -0.00219342
35.8142 -0.00191339
36.4425 -0.00163574
37.0708 -0.00136009
37.6991 -0.0010861
38.3274 -0.000813429
38.9557 -0.000541742
39.5841 -0.000270708
40.2124 2.40565e-175
