0 0
0.628319 0.894204
1.25664 1.33008
1.88496 1.21802
2.51327 0.813859
3.14159 0.418496
3.76991 0.169581
4.39823 0.0548408
5.02655 0.0142609
5.65487 0.00299659
6.28319 0.000510487
6.9115 7.06727e-05
7.53982 7.96504e-06
8.16814 7.31764e-07
8.79646 5.48594e-08
9.42478 3.35879e-09
10.0531 1.68056e-10
10.6814 6.87542e-12
11.3097 2.30098e-13
11.9381 6.30169e-15
12.5664 1.41277e-16
13.1947 2.59341e-18
13.823 3.89905e-20
14.4513 4.80201e-22
15.0796 4.84549e-24
15.708 4.00657e-26
16.3363 2.7151e-28
16.9646 1.5081e-30
17.5929 6.86674e-33
18.2212 2.56325e-35
18.8496 7.84492e-38
19.4779 1.96869e-40
20.1062 4.05123e-43
20.7345 6.8367e-46
21.3628 9.46194e-49
21.9911 1.07402e-51
22.6195 9.99916e-55
23.2478 7.63577e-58
23.8761 4.78298e-61
24.5044 2.45763e-64
25.1327 1.03591e-67
25.7611 3.58206e-71
26.3894 1.01615e-74
27.0177 2.36488e-78
27.646 4.51543e-82
28.2743 7.07358e-86
28.9027 9.09155e-90
29.531 9.5875e-94
30.1593 8.29563e-98
30.7876 5.88951e-102
31.4159 3.43085e-106
32.0442 1.63992e-110
32.6726 6.4321e-115
33.3009 2.07012e-119
33.9292 5.46709e-124
34.5575 1.18479e-128
35.1858 2.10697e-133
35.8142 3.07474e-138
36.4425 3.68214e-143
37.0708 3.61856e-148
37.6991 2.91824e-153
38.3274 1.93134e-158
38.9557 1.04895e-163
39.5841 4.67529e-169
40.2124 1.71013e-174
