0.0196078 0.467921
0.0392157 0.906254
0.0588235 1.34459
0.0784314 1.2237
0.0980392 0.805899
0.117647 0.399976
0.137255 0.146946
0.156863 0.0330787
0.176471 -0.00459693
0.196078 -0.0129047
0.215686 -0.0130488
0.235294 -0.0117501
0.254902 -0.0105053
0.27451 -0.00949282
0.294118 -0.00867068
0.313725 -0.00798905
0.333333 -0.00741289
0.352941 -0.00691822
0.372549 -0.00648808
0.392157 -0.00611011
0.411765 -0.00577497
0.431373 -0.00547553
0.45098 -0.00520618
0.470588 -0.00496246
0.490196 -0.00474076
0.509804 -0.00453815
0.529412 -0.0043522
0.54902 -0.00418088
0.568627 -0.00402248
0.588235 -0.00387556
0.607843 -0.00373888
0.627451 -0.00361138
0.647059 -0.00349215
0.666667 -0.00338038
0.686275 -0.00327539
0.705882 -0.00317655
0.72549 -0.00308333
0.745098 -0.00299525
0.764706 -0.00291189
0.784314 -0.00283286
0.803922 -0.00275783
0.823529 -0.0026865
0.843137 -0.00261859
0.862745 -0.00255385
0.882353 -0.00249206
0.901961 -0.00243301
0.921569 -0.00237653
0.941176 -0.00232245
0.960784 -0.0022706
0.980392 -0.00222085
1 -0.00217307
1.01961 -0.00212715
1.03922 -0.00208296
1.05882 -0.00204041
1.07843 -0.00199941
1.09804 -0.00195987
1.11765 -0.00192172
1.13725 -0.00188487
1.15686 -0.00184925
1.17647 -0.00181481
1.19608 -0.00178149
1.21569 -0.00174922
1.23529 -0.00171796
1.2549 -0.00168765
1.27451 -0.00165826
1.29412 -0.00162974
1.31373 -0.00160204
1.33333 -0.00157514
1.35294 -0.00154899
1.37255 -0.00152356
1.39216 -0.00149882
1.41176 -0.00147474
1.43137 -0.0014513
1.45098 -0.00142846
1.47059 -0.00140621
1.4902 -0.00138451
1.5098 -0.00136335
1.52941 -0.0013427
1.54902 -0.00132255
1.56863 -0.00130287
1.58824 -0.00128365
1.60784 -0.00126487
1.62745 -0.00124651
1.64706 -0.00122856
1.66667 -0.00121101
1.68627 -0.00119383
1.70588 -0.00117702
1.72549 -0.00116056
1.7451 -0.00114445
1.76471 -0.00112866
1.78431 -0.00111319
1.80392 -0.00109803
1.82353 -0.00108316
1.84314 -0.00106858
1.86275 -0.00105428
1.88235 -0.00104025
1.90196 -0.00102648
1.92157 -0.00101296
1.94118 -0.000999687
1.96078 -0.00098665
1.98039 -0.000973842
2 -0.000961258
2.01961 -0.000948889
2.03922 -0.000936729
2.05882 -0.000924773
2.07843 -0.000913015
2.09804 -0.000901448
2.11765 -0.000890067
2.13725 -0.000878867
2.15686 -0.000867843
2.17647 -0.00085699
2.19608 -0.000846303
2.21569 -0.000835778
2.23529 -0.00082541
2.2549 -0.000815194
2.27451 -0.000805128
2.29412 -0.000795206
2.31373 -0.000785425
2.33333 -0.000775781
2.35294 -0.000766271
2.37255 -0.000756892
2.39216 -0.000747639
2.41176 -0.00073851
2.43137 -0.000729501
2.45098 -0.00072061
2.47059 -0.000711833
2.4902 -0.000703168
2.5098 -0.000694612
2.52941 -0.000686162
2.54902 -0.000677815
2.56863 -0.00066957
2.58824 -0.000661424
2.60784 -0.000653374
2.62745 -0.000645418
2.64706 -0.000637553
2.66667 -0.000629779
2.68627 -0.000622092
2.70588 -0.00061449
2.72549 -0.000606972
2.7451 -0.000599536
2.76471 -0.000592179
2.78431 -0.000584901
2.80392 -0.000577698
2.82353 -0.00057057
2.84314 -0.000563515
2.86275 -0.00055653
2.88235 -0.000549616
2.90196 -0.000542769
2.92157 -0.000535989
2.94118 -0.000529274
2.96078 -0.000522622
2.98039 -0.000516033
3 -0.000509504
3.01961 -0.000503035
3.03922 -0.000496625
3.05882 -0.000490271
3.07843 -0.000483973
3.09804 -0.000477729
3.11765 -0.000471539
3.13725 -0.000465401
3.15686 -0.000459315
3.17647 -0.000453278
3.19608 -0.00044729
3.21569 -0.000441351
3.23529 -0.000435458
3.2549 -0.000429611
3.27451 -0.000423809
3.29412 -0.000418051
3.31373 -0.000412337
3.33333 -0.000406664
3.35294 -0.000401033
3.37255 -0.000395442
3.39216 -0.000389891
3.41176 -0.000384378
3.43137 -0.000378904
3.45098 -0.000373467
3.47059 -0.000368066
3.4902 -0.0003627
3.5098 -0.00035737
3.52941 -0.000352074
3.54902 -0.000346811
3.56863 -0.00034158
3.58824 -0.000336382
3.60784 -0.000331215
3.62745 -0.000326079
3.64706 -0.000320973
3.66667 -0.000315896
3.68627 -0.000310848
3.70588 -0.000305828
3.72549 -0.000300835
3.7451 -0.00029587
3.76471 -0.00029093
3.78431 -0.000286017
3.80392 -0.000281129
3.82353 -0.000276265
3.84314 -0.000271425
3.86275 -0.000266609
3.88235 -0.000261816
3.90196 -0.000257046
3.92157 -0.000252297
3.94118 -0.00024757
3.96078 -0.000242864
3.98039 -0.000238179
4 -0.000233513
4.01961 -0.000228867
4.03922 -0.00022424
4.05882 -0.000219632
4.07843 -0.000215042
4.09804 -0.000210469
4.11765 -0.000205914
4.13725 -0.000201375
4.15686 -0.000196853
4.17647 -0.000192347
4.19608 -0.000187857
4.21569 -0.000183381
4.23529 -0.000178921
4.2549 -0.000174474
4.27451 -0.000170042
4.29412 -0.000165623
4.31373 -0.000161217
4.33333 -0.000156824
4.35294 -0.000152444
4.37255 -0.000148075
4.39216 -0.000143718
4.41176 -0.000139372
4.43137 -0.000135037
4.45098 -0.000130712
4.47059 -0.000126398
4.4902 -0.000122094
4.5098 -0.000117798
4.52941 -0.000113512
4.54902 -0.000109235
4.56863 -0.000104966
4.58824 -0.000100705
4.60784 -9.64521e-05
4.62745 -9.22063e-05
4.64706 -8.79675e-05
4.66667 -8.37355e-05
4.68627 -7.95097e-05
4.70588 -7.529e-05
4.72549 -7.10761e-05
4.7451 -6.68675e-05
4.76471 -6.26639e-05
4.78431 -5.84651e-05
4.80392 -5.42707e-05
4.82353 -5.00803e-05
4.84314 -4.58938e-05
4.86275 -4.17107e-05
4.88235 -3.75307e-05
4.90196 -3.33535e-05
4.92157 -2.91789e-05
4.94118 -2.50064e-05
4.96078 -2.08358e-05
4.98039 -1.66668e-05
