0 inf
0.628319 2.26505
1.25664 0.842282
1.88496 0.342808
2.51327 0.128846
3.14159 0.0424025
3.76991 0.0119321
4.39823 0.00283497
5.02655 0.000564428
5.65487 9.37093e-05
6.28319 1.29308e-05
6.9115 1.47947e-06
7.53982 1.40109e-07
8.16814 1.09679e-08
8.79646 7.08982e-10
9.42478 3.7813e-11
10.0531 1.66285e-12
10.6814 6.02617e-14
11.3097 1.7989e-15
11.9381 4.42171e-17
12.5664 8.94646e-19
13.1947 1.48961e-20
13.823 2.04058e-22
14.4513 2.29936e-24
15.0796 2.13086e-26
15.708 1.6238e-28
16.3363 1.01737e-30
16.9646 5.24013e-33
17.5929 2.21858e-35
18.2212 7.72032e-38
18.8496 2.20793e-40
19.4779 5.18912e-43
